Species,Location,EASIN_status,GISD_status,invasive_flag
Lophosiphonia teges,Spain,Not_listed,Lophosiphonia teges; Not in GISD,GISD_listed_globally
Metacylis joergenseni,Spain,Not_listed,Metacylis joergenseni; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,Spain,Not_listed,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Monorhizochytrium globosum,Spain,Not_listed,Invasive,GISD_listed_globally
Notomastus latericeus,Spain,Not_listed,Notomastus latericeus; Not in GISD,GISD_listed_globally
Obelia geniculata,Spain,Not_listed,Obelia geniculata; Not in GISD,GISD_listed_globally
Paraphysomonas foraminifera,Spain,Not_listed,Invasive,GISD_listed_globally
Parvicardium exiguum,Spain,Not_listed,Parvicardium exiguum; Not in GISD,GISD_listed_globally
Peyssonnelia rosenvingei,Spain,Not_listed,Invasive,GISD_listed_globally
Plagioselmis prolonga,Spain,Not_listed,Invasive,GISD_listed_globally
Polykrikos kofoidii,Spain,Not_listed,Polykrikos kofoidii; Not in GISD,GISD_listed_globally
Prionospio kirrae,Spain,Not_listed,Prionospio kirrae; Not in GISD,GISD_listed_globally
Prosthiostomum siphunculus,Spain,Not_listed,Prosthiostomum siphunculus; Not in GISD,GISD_listed_globally
Pyramimonas formosa,Spain,Not_listed,Invasive,GISD_listed_globally
Sourniaea diacantha,Spain,Not_listed,Invasive,GISD_listed_globally
Spiniferites mirabilis,Spain,Not_listed,Invasive,GISD_listed_globally
Spinosphaera hutchingsae,Spain,Not_listed,Invasive,GISD_listed_globally
Strombidinopsis acuminata,Spain,Not_listed,Strombidinopsis acuminata; Not in GISD,GISD_listed_globally
Syltodinium listii,Spain,Not_listed,Invasive,GISD_listed_globally
Tricolia pullus,Spain,Not_listed,Tricolia pullus; Not in GISD,GISD_listed_globally
Ulvella leptochaete,Spain,Not_listed,Ulvella leptochaete; Not in GISD,GISD_listed_globally
Vermiliopsis striaticeps,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Apusozoa,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Cercozoa,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Gyrodinium,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Pyramimonadales,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Syndiniales,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured Tintinnida,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured alveolate,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured chlorarachniophyte,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured ciliate,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured diatom,Spain,Not_listed,uncultured diatom; Not in GISD,GISD_listed_globally
uncultured dinoflagellate,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured eukaryote,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured metazoan,Spain,Not_listed,Invasive,GISD_listed_globally
uncultured stramenopile,Spain,Not_listed,Invasive,GISD_listed_globally
Acartia tonsa,Ukraine,Country_not_mapped,Acartia tonsa; Not in GISD,GISD_listed_globally
Achnanthes kuwaitensis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Acineta flava,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Alitta succinea,Ukraine,Country_not_mapped,Alitta succinea; Invasive,GISD_listed_globally
Ameira scotti,Ukraine,Country_not_mapped,Ameira scotti; Not in GISD,GISD_listed_globally
Beroe ovata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Blidingia minima,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Byrsophlebs delamarei,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Bysmatrum subsalsum,Ukraine,Country_not_mapped,Bysmatrum subsalsum; Not in GISD,GISD_listed_globally
Canuella perplexa,Ukraine,Country_not_mapped,Canuella perplexa; Not in GISD,GISD_listed_globally
Ceramium diaphanum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Chaetoceros throndsenii,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Chlamydodon mnemosyne,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Chlamydodon triquetrus,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Chlamydomonas raudensis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Conopeum seurati,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Coolia monotis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Crustorhabditis scanica,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Diadumene lineata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Edaphochloris andreyevii,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Enterobius vermicularis,Ukraine,Country_not_mapped,Enterobius vermicularis; Not in GISD,GISD_listed_globally
Ephelota truncata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Eucyclogobius newberryi,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Eurytemora velox,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Eutintinnus tubulosus,Ukraine,Country_not_mapped,Eutintinnus tubulosus; Not in GISD,GISD_listed_globally
Flabellula pomeranica,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Fragilidium mexicanum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Frontonia salmastra,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Frontonia sinica,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Gonothyraea loveni,Ukraine,Country_not_mapped,Gonothyraea loveni; Not in GISD,GISD_listed_globally
Gonyaulax cochlea,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Gymnodinium impudicum,Ukraine,Country_not_mapped,Gymnodinium impudicum; Not in GISD,GISD_listed_globally
Gyrodinium jinhaense,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Laackmanniella prolongata,Ukraine,Country_not_mapped,Laackmanniella prolongata; Not in GISD,GISD_listed_globally
Lessardia elongata,Ukraine,Country_not_mapped,Lessardia elongata; Not in GISD,GISD_listed_globally
Melosira dubia,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Melosira moniliformis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Minutocellus polymorphus,Ukraine,Country_not_mapped,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Monocelis longiceps,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Navicula perminuta,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Noctiluca scintillans,Ukraine,Country_not_mapped,Noctiluca scintillans; Not in GISD,GISD_listed_globally
Pandorina morum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Paraplanocera oligoglena,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Parvicardium exiguum,Ukraine,Country_not_mapped,Parvicardium exiguum; Not in GISD,GISD_listed_globally
Phialina salinarum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Placida cremoniana,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Plagioselmis prolonga,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Polykrikos kofoidii,Ukraine,Country_not_mapped,Polykrikos kofoidii; Not in GISD,GISD_listed_globally
Prionospio elongata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Propecingulum fistoleramalliei,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Protohydra leuckarti,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Pseudochilodonopsis fluviatilis,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Pseudovorticella paracratera,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Ptychopera plebeia,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Pyxidinopsis psilata,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Rhizodomus tagatzi,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Rhodella violacea,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Seminavis robusta,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Syltodinium listii,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Thraustochytrium kinnei,Ukraine,Country_not_mapped,Thraustochytrium kinnei; Not in GISD,GISD_listed_globally
Trigonostomum penicillatum,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Trochilioides recta,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Ulvella leptochaete,Ukraine,Country_not_mapped,Ulvella leptochaete; Not in GISD,GISD_listed_globally
Zannichellia palustris,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Zoothamnium parahiketes,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Apusomonadidae,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Cryptophyta,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Mamiellales,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Pedinophyceae,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Perkinsidae,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Plasmodiophoridae,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Prasinococcales,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured Tintinnida,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured ciliate,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured diatom,Ukraine,Country_not_mapped,uncultured diatom; Not in GISD,GISD_listed_globally
uncultured dinoflagellate,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured eukaryote,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured metazoan,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
uncultured stramenopile,Ukraine,Country_not_mapped,Invasive,GISD_listed_globally
Acartia clausii,United Kingdom,No_EASIN_data,Acartia clausii; Not in GISD,GISD_listed_globally
Biecheleriopsis adriatica,United Kingdom,No_EASIN_data,Biecheleriopsis adriatica; Not in GISD,GISD_listed_globally
Ceramium diaphanum,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
Chaetoceros diadema,United Kingdom,No_EASIN_data,Chaetoceros diadema; Not in GISD,GISD_listed_globally
Chaetoceros teres,United Kingdom,No_EASIN_data,Chaetoceros teres; Not in GISD,GISD_listed_globally
Chelonicola caribeana,United Kingdom,No_EASIN_data,Chelonicola caribeana; Not in GISD,GISD_listed_globally
Hiatella arctica,United Kingdom,No_EASIN_data,Hiatella arctica; Not in GISD,GISD_listed_globally
Lessardia elongata,United Kingdom,No_EASIN_data,Lessardia elongata; Not in GISD,GISD_listed_globally
Mediolabrus comicus,United Kingdom,No_EASIN_data,Mediolabrus comicus; Not in GISD,GISD_listed_globally
Membranipora membranacea,United Kingdom,No_EASIN_data,Membranipora membranacea; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,United Kingdom,No_EASIN_data,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Monorhizochytrium globosum,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
Notomastus latericeus,United Kingdom,No_EASIN_data,Notomastus latericeus; Not in GISD,GISD_listed_globally
Paralia sulcata,United Kingdom,No_EASIN_data,Paralia sulcata; Not in GISD,GISD_listed_globally
Phymatolithon lenormandii,United Kingdom,No_EASIN_data,Phymatolithon lenormandii; Not in GISD,GISD_listed_globally
Plagioselmis prolonga,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
Polykrikos kofoidii,United Kingdom,No_EASIN_data,Polykrikos kofoidii; Not in GISD,GISD_listed_globally
Spirorbis tridentatus,United Kingdom,No_EASIN_data,Spirorbis tridentatus; Not in GISD,GISD_listed_globally
Striatella unipunctata,United Kingdom,No_EASIN_data,Striatella unipunctata; Not in GISD,GISD_listed_globally
Thalassiosira delicatula,United Kingdom,No_EASIN_data,Thalassiosira delicatula; Not in GISD,GISD_listed_globally
Titanoderma pustulatum,United Kingdom,No_EASIN_data,Titanoderma pustulatum; Not in GISD,GISD_listed_globally
uncultured Cercozoa,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured Chlorophyta,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured Cryptophyta,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured Pyramimonadales,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured ciliate,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured diatom,United Kingdom,No_EASIN_data,uncultured diatom; Not in GISD,GISD_listed_globally
uncultured dinoflagellate,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured eukaryote,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured metazoan,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
uncultured stramenopile,United Kingdom,No_EASIN_data,Invasive,GISD_listed_globally
